video_filename,site,array_size,distribution,number_reward,bout,flowerID,visit_order,visit_type,NOTES,,
20210721_1033_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,144,2,22,,,,
20210721_1036_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,145,1,1,,,,
20210721_1036_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,145,9,2,,,,
20210721_1036_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,145,17,3,,,,
20210721_1036_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,145,18,4,,,,
20210721_1036_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,145,30,5,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,19,1,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,20,2,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,21,3,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,22,4,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,23,5,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,31,6,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,32,7,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,24,8,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,23,9,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,16,10,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,24,11,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,32,12,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,31,13,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,29,14,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,28,15,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,21,16,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,22,17,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,21,18,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,13,19,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,5,20,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,4,21,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,12,22,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,11,23,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,2,24,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,1,25,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,9,26,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,17,27,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,18,28,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,19,29,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,20,30,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,28,31,,,,
20210721_1057_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,146,5,32,,,,
20210721_1102_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,147,19,1,,,,
20210721_1102_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,147,11,2,,,,
20210721_1102_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,147,4,3,,,,
20210721_1102_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,147,5,4,,,,
20210721_1102_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,147,6,5,,,,
20210721_1102_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,147,7,6,,,,
20210721_1102_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,147,15,7,,,,
20210721_1102_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,147,6,8,,,,
20210721_1102_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,147,22,9,,,,
20210721_1102_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,147,23,10,,,,
20210721_1102_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,147,22,11,,,,
20210721_1102_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,147,29,12,,,,
20210721_1102_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,147,12,13,,,,
20210721_1104_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,148,22,1,,,,
20210721_1104_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,148,23,2,,,,
20210721_1104_2-9-15-16-18-22-24-30,SPNC,8x4,random,8,148,15,3,,,,
20210722_0914_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,149,19,1,,,,
20210722_0914_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,149,27,2,,,,
20210722_0914_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,149,26,3,,,,
20210722_0914_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,149,18,4,,,,
20210722_0914_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,149,15,5,,,,
20210722_0914_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,149,23,6,,,,
20210722_0914_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,149,30,7,,,,
20210722_0915_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,150,27,1,,,,
20210722_0917_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,151,27,1,,,,
20210722_0917_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,151,19,2,,,,
20210722_0921_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,152,9,1,,,,
20210722_0921_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,152,17,2,,,,
20210722_0921_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,152,25,3,,,,
20210722_0925_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,153,4,1,,,,
20210722_0925_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,153,5,2,,,,
20210722_0925_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,153,4,3,,,,
20210722_0928_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,154,28,1,,,,
20210722_0928_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,154,27,2,,,,
20210722_0928_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,154,10,3,,,,
20210722_0929_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,155,24,1,,,,
20210722_0929_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,155,32,2,,,,
20210722_0929_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,155,31,3,,,,
20210722_0929_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,155,23,4,,,,
20210722_0929_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,155,31,5,,,,
20210722_0929_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,155,32,6,,,,
20210722_0929_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,155,24,7,,,,
20210722_0929_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,155,32,8,,,,
20210722_0930_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,156,9,1,,,,
20210722_0930_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,156,17,2,,,,
20210722_0930_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,156,25,3,,,,
20210722_0930_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,156,18,4,,,,
20210722_0930_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,156,26,5,,,,
20210722_0930_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,156,27,6,,,,
20210722_0930_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,156,20,7,,,,
20210722_0930_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,156,12,8,,,,
20210722_0930_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,156,3,9,,,,
20210722_0930_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,156,11,10,,,,
20210722_0931_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,157,9,1,,,,
20210722_0931_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,157,10,2,,,,
20210722_0931_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,157,2,3,,,,
20210722_0931_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,157,3,4,,,,
20210722_0931_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,157,18,5,,,,
20210722_0931_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,157,26,6,,,,
20210722_0931_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,157,27,7,,,,
20210722_0931_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,157,26,8,,,,
20210722_0931_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,157,27,9,,,,
20210722_0931_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,157,20,10,,,,
20210722_0931_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,157,11,11,,,,
20210722_0931_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,157,4,12,,,,
20210722_0931_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,157,7,13,,,,
20210722_0936_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,158,7,1,,,,
20210722_0936_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,158,8,2,,,,
20210722_0936_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,158,7,3,,,,
20210722_0936_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,158,15,4,,,,
20210722_0936_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,158,8,5,,,,
20210722_0936_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,158,16,6,,,,
20210722_0936_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,158,15,7,,,,
20210722_0936_4-7-10-11-20-25-27-32(2),SPNC,8x4,random,8,158,32,8,,,,
20210722_0940_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,159,24,1,,,,
20210722_0940_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,159,32,2,,,,
20210722_0940_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,159,29,3,,,,
20210722_0943_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,160,26,1,,,,
20210722_0943_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,160,29,2,,,,
20210722_0943_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,160,28,3,,,,
20210722_0943_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,160,27,4,,,,
20210722_0943_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,160,26,5,,,,
20210722_0943_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,160,25,6,,,,
20210722_0943_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,160,17,7,,,,
20210722_0943_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,160,10,8,,,,
20210722_1014_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,161,28,1,,,,
20210722_1014_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,161,20,2,,,,
20210722_1014_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,161,12,3,,,,
20210722_1014_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,161,20,4,,,,
20210722_1014_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,161,12,5,,,,
20210722_1014_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,161,20,6,,,,
20210722_1014_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,161,21,7,,,,
20210722_1014_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,161,22,8,,,,
20210722_1014_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,161,30,9,,,,
20210722_1014_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,161,23,10,,,,
20210722_1014_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,161,5,11,,,,
20210722_1014_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,161,4,12,,,,
20210722_1015_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,162,18,1,,,,
20210722_1015_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,162,10,2,,,,
20210722_1021_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,163,30,1,,,,
20210722_1021_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,163,31,2,,,,
20210722_1021_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,163,32,3,,,,
20210722_1021_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,163,8,4,,,,
20210722_1021_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,163,15,5,,,,
20210722_1021_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,163,23,6,,,,
20210722_1021_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,163,32,7,,,,
20210722_1036_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,164,2,1,,,,
20210722_1036_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,164,10,2,,,,
20210722_1036_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,164,11,3,,,,
20210722_1036_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,164,4,4,,,,
20210722_1036_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,164,5,5,,,,
20210722_1036_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,164,13,6,,,,
20210722_1036_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,164,21,7,,,,
20210722_1036_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,164,4,8,,,,
20210722_1038_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,165,32,1,,,,
20210722_1043_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,166,27,1,,,,
20210722_1043_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,166,20,2,,,,
20210722_1043_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,166,12,3,,,,
20210722_1043_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,166,11,4,,,,
20210722_1043_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,166,4,5,,,,
20210722_1044_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,167,32,1,,,,
20210722_1059_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,168,17,1,,,,
20210722_1059_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,168,25,2,,,,
20210722_1059_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,168,2,3,,,,
20210722_1106_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,169,7,1,,,,
20210722_1106_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,169,14,2,,,,
20210722_1106_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,169,22,3,,,,
20210722_1106_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,169,15,4,,,,
20210722_1106_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,169,7,5,,,,
20210722_1106_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,169,4,6,,,,
20210722_1106_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,169,3,7,,,,
20210722_1106_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,169,4,8,,,,
20210722_1107_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,170,28,1,,,,
20210722_1107_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,170,27,2,,,,
20210722_1107_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,170,10,3,,,,
20210722_1108_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,171,32,1,,,,
20210722_1108_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,171,10,2,,,,
20210722_1111_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,172,32,1,,,,
20210722_1111_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,172,4,2,,,,
20210722_1111_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,172,5,3,,,,
20210722_1111_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,172,13,4,,,,
20210722_1111_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,172,21,5,,,,
20210722_1111_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,172,20,6,,,,
20210722_1111_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,172,11,7,,,,
20210722_1111_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,172,2,8,,,,
20210722_1111_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,172,10,9,,,,
20210722_1111_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,172,9,10,,,,
20210722_1111_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,172,10,11,,,,
20210722_1112_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,173,21,1,,,,
20210722_1112_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,173,7,2,,,,
20210722_1852_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,174,32,1,,,,
20210722_1853_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,175,32,1,,,,
20210722_1908_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,176,20,1,,,,
20210722_1908_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,176,13,2,,,,
20210722_1908_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,176,5,3,,,,
20210722_1908_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,176,13,4,,,,
20210722_1908_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,176,12,5,,,,
20210722_1908_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,176,11,6,,,,
20210722_1908_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,176,10,7,,,,
20210722_1915_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,177,7,1,,,,
20210722_1915_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,177,14,2,,,,
20210722_1915_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,177,7,3,,,,
20210722_1915_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,177,6,4,,,,
20210722_1915_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,177,5,5,,,,
20210722_1915_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,177,4,6,,,,
20210722_1915_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,177,3,7,,,,
20210722_1915_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,177,11,8,,,,
20210722_1915_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,177,28,9,,,,
20210722_1915_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,177,7,10,,,,
20210722_1920_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,178,27,1,,,,
20210722_1920_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,178,19,2,,,,
20210722_1920_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,178,3,3,,,,
20210722_1920_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,178,2,4,,,,
20210722_1920_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,178,10,5,,,,
20210722_1920_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,178,18,6,,,,
20210722_1923_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,179,27,1,,,,
20210722_1926_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,180,27,1,,,,
20210722_1926_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,180,30,2,,,,
20210722_1926_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,180,29,3,,,,
20210722_1926_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,180,30,4,,,,
20210722_1926_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,180,32,5,,,,
20210722_1934_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,181,20,1,,,,
20210722_1934_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,181,25,2,,,,
20210722_1936_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,182,32,1,,,,
20210722_1937_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,183,21,1,,,,
20210722_1937_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,183,29,2,,,,
20210722_1937_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,183,21,3,,,,
20210722_1937_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,183,13,4,,,,
20210722_1937_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,183,6,5,,,,
20210722_1937_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,183,7,6,,,,
20210722_1937_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,183,4,7,,,,
20210722_1937_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,183,3,8,,,,
20210722_1937_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,183,2,9,,,,
20210722_1937_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,183,10,10,,,,
20210722_1941_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,184,3,1,,,,
20210722_1941_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,184,11,2,,,,
20210722_1941_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,184,10,3,,,,
20210722_1948_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,185,20,1,,,,
20210722_1948_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,185,28,2,,,,
20210722_1948_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,185,27,3,,,,
20210722_1948_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,185,26,4,,,,
20210722_1948_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,185,18,5,,,,
20210722_1948_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,185,26,6,,,,
20210722_1948_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,185,17,7,,,,
20210722_1948_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,185,25,8,,,,
20210722_1948_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,185,18,9,,,,
20210722_1948_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,185,9,10,,,,
20210722_1948_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,185,25,11,,,,
20210722_1948_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,185,18,12,,,,
20210722_1948_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,185,11,13,,,,
20210722_1948_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,185,4,14,,,,
20210722_1954_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,186,11,1,,,,
20210722_1954_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,186,10,2,,,,
20210722_1958_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,187,29,1,,,,
20210722_1958_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,187,28,2,,,,
20210722_1958_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,187,27,3,,,,
20210722_2001_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,188,11,1,,,,
20210722_2001_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,188,4,2,,,,
20210722_2001_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,188,11,3,,,,
20210722_2001_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,188,4,4,,,,
20210722_2001_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,188,11,5,,,,
20210722_2004_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,189,27,1,,,,
20210722_2004_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,189,26,2,,,,
20210722_2004_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,189,25,3,,,,
20210722_2006_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,190,27,1,,,,
20210722_2006_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,190,18,2,,,,
20210722_2006_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,190,26,3,,,,
20210722_2006_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,190,27,4,,,,
20210722_2006_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,190,28,5,,,,
20210722_2006_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,190,27,6,,,,
20210722_2006_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,190,26,7,,,,
20210722_2006_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,190,25,8,,,,
20210722_2006_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,190,26,9,,,,
20210722_2006_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,190,27,10,,,,
20210722_2006_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,190,20,11,,,,
20210722_2006_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,190,14,12,,,,
20210722_2006_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,190,6,13,,,,
20210722_2006_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,190,4,14,,,,
20210722_2006_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,190,3,15,,,,
20210722_2006_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,190,2,16,,,,
20210722_2006_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,190,1,17,,,,
20210722_2006_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,190,9,18,,,,
20210722_2009_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,191,11,1,,,,
20210722_2009_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,191,18,2,,,,
20210722_2009_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,191,11,3,,,,
20210722_2009_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,191,4,4,,,,
20210722_2009_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,191,5,5,,,,
20210722_2009_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,191,7,6,,,,
20210722_2009_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,191,16,7,,,,
20210722_2009_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,191,24,8,,,,
20210722_2009_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,191,32,9,,,,
20210722_2009_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,191,31,10,,,,
20210722_2009_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,191,22,11,,,,
20210722_2009_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,191,21,12,,,,
20210722_2009_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,191,29,13,,,,
20210722_2009_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,191,20,14,,,,
20210722_2009_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,191,19,15,,,,
20210722_2009_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,191,11,16,,,,
20210722_2009_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,191,4,17,,,,
20210722_2009_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,191,5,18,,,,
20210722_2009_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,191,7,19,,,,
20210722_2009_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,191,11,20,,,,
20210722_2009_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,191,20,21,,,,
20210722_2009_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,191,28,22,,,,
20210722_2009_4-7-10-11-20-25-27-32,SPNC,8x4,random,8,191,21,23,,,,
